some_fake_1836_title_1;Opiate update!;;;;;;;;;;;;;x
some_fake_1836_1;Opium craze sweeps China, traders state it’s long journey, but worth the trip.;;;;;;;;;;;;;x
some_fake_1836_title_2;Ether craze;;;;;;;;;;;;;x
some_fake_1836_2;Popularity of ether frolics on the rise, pundits claim “It’s a gas!”.;;;;;;;;;;;;;x
some_fake_1836_title_3;Sweet Dreams;;;;;;;;;;;;;x
some_fake_1836_3;First use of general anaesthesia in an operation, surgeon in USA puts patient to sleep for tumour removal.;;;;;;;;;;;;;x
some_fake_1836_title_4;Code words;;;;;;;;;;;;;x
some_fake_1836_4;World’s first electrical telegraph message sent in USA by Samuel Morse in the USA.;;Erste elektr. telegrafische Nachricht der Welt von Samuel Morse in den USA gesendet.;;;;;;;;;;;x
some_fake_1860_7;It is reported that the width of an average farmer's petasus has risen to an astounding 57 inches in Italy and Macedonia.;;;;;;;;;;;;;x
some_fake_1860_title_8;Fire-brigade' established;;;;;;;;;;;;;x
some_fake_1860_8;They're new, but they're good. ;;;;;;;;;;;;;x
some_fake_1860_title_9;Football gains popularity;;;;;;;;;;;;;x
some_fake_1860_9;Attendances at association football matches have risen recently, with the spectacle proving especially popular amongst members of the labouring and destitute classes.;;;;;;;;;;;;;x
some_fake_1860_title_10;Editorial:;;;;;;;;;;;;;x
some_fake_1860_10;Beware the female bicycleatrix. Women astride machines, petticoats fluttering carelessly in the breeze, ankles exposed for all to see, will send men into a deranged frenzy ( pg. 10);;;;;;;;;;;;;x
some_fake_1860_title_11;Pompeii and Herculaneum back to light;;;;;;;;;;;;;x
some_fake_1860_11;New methods of excavation return to the world the cities destroyed by Vesuvius in 79 AD.;;Neue Ausgrabungsmethoden bringen die 79 AD vom Vesuv zerstörten Städte der Welt zurück.;;;;;;;;;;;x
some_fake_1870_title_1;Editorial:;;Redaktionelles:;;;;;;;;;;;x
some_fake_1870_1;The backward peoples of the Orient long for our benevolent governance. Much as Iwerddon graciously welcomed Britannian overlordship, the eastern races crave the guiding hand of the Occident (pg. 10);;;;;;;;;;;;;x
some_fake_1870_title_2;Literature:;;Literatur:;;;;;;;;;;;x
some_fake_1870_2;Around the World in 80 days, reviewed for the reader's pleasure and education.;;Um die Welt in 80 Tagen, für Lesespaß und Bildung unserer Leser rezensiert.;;;;;;;;;;;x
some_fake_1870_title_3;Corset-related fainting;;Ohnmacht durch Korsett;;;;;;;;;;;x
some_fake_1870_3;Is at an all-time high! Yet again our nation’s spas, hospitals and chaise-longues are inundated with victims of corset overtightening.;;;;;;;;;;;;;x
some_fake_1880_title_1;Airborn Success!;;;;;;;;;;;;;x
some_fake_1880_1;Suebia, an Alpine airship, becomes first powered airship to make a successful round trip.;;;;;;;;;;;;;x
some_fake_1880_title_2;High-rise Buildings;;;;;;;;;;;;;x
some_fake_1880_2;“Sky-Scrapers” built in America, these massive steel-framed buildings tower over their surroundings.;;;;;;;;;;;;;x
some_fake_1880_title_3;Mint juleps saved!;;;;;;;;;;;;;x
some_fake_1880_3;Martianus Petrus, in the colonies, invents the ”drinking straw”.;;;;;;;;;;;;;x
some_fake_1880_title_4;Nothing can go wrong here;;;;;;;;;;;;;x
some_fake_1880_4;Cure for morphine addiction discovered in Missorí : Coca-wine!;;;;;;;;;;;;;x
some_fake_1880_title_5;Bismarck resign;;;;;;;;;;;;;x
some_fake_1880_5;Bismarck resigns as Chancellor of Germany, ship of state loses her pilot.;;;;;;;;;;;;;x
some_fake_1880_title_6;Editorial:;;;;;;;;;;;;;x
some_fake_1880_6;This socialism will destroy western civilisation. Why, it will empower the working classes, allowing them to believe they are as good and worthy as the rich. Pish & fipsy! (pg 10) ;;;;;;;;;;;;;x
some_fake_1880_title_7;Should the American government act?;;;;;;;;;;;;;x
some_fake_1880_7;Lynchings of members of the negro race have become commonplace across the heartlands of America. The editorial board of this publication asks: Should the state intervene to stop this practice? ;;;;;;;;;;;;;x
some_fake_1890_title_1;Lift off!;;;;;;;;;;;;;x
some_fake_1890_1;The Aeolus, a steam-powered heavier than air craft, makes a short powered flight near Bordelh.;;;;;;;;;;;;;x
some_fake_1890_title_2;Successful Flight!;;;;;;;;;;;;;x
some_fake_1890_2;Taglim Glider becomes the first successful manned aircraft in the world, covering flight distances of up to about 80 feet.;;;;;;;;;;;;;x
some_fake_1890_title_3;Moving Pictures!;;;;;;;;;;;;;x
some_fake_1890_3;The Kinetoscope astounds viewers by displaying moving pictures at the Averalcrotz Institute of Arts and Sciences.;;;;;;;;;;;;;x
some_fake_1890_title_4;Hurrah! Tis the gay 90s;;;;;;;;;;;;;x
some_fake_1890_4;As a gayer time than now has surely never been and never again will be, the editorial board respectfully suggests that the phrase ‘the gay 90s’ should make its way into the lexicon of our daily discourse.;;Eine wildere Zeit als diese hat es noch nie gegeben und wird es wohl nie wieder geben. Wir schlagen daher vor, den Begriff “Die Wilden 90er” ins Lexikon aufzunehmen.;;;;;;;;;;;x
some_fake_1890_title_5;Could man one day soar?;;Kann der Mensch eines Tages fliegen?;;;;;;;;;;;x
some_fake_1890_5;Across our nation, dreamers are speculating that man could one day take to the heavens using mechanical contraptions.;;Landesweit hoffen Träumer, dass der Mensch eines Tages mithilfe mechanischer Geräte den Himmel erobern wird.;;;;;;;;;;;x
some_fake_1890_title_6;Editorial:;;Redaktionelles:;;;;;;;;;;;x
some_fake_1890_6;If He had wished man to fly, He would have granted us wings - a guest commentary written by the ship magnate and major shareholder of this newspaper Charles O'Ligarch. (see pg. 10);;Wenn Gott wollte, das wir fliegen, hätte er uns Flügel gegeben (mehr auf Seite 10);;;;;;;;;;;x
some_fake_1890_title_7;Wrong End Foremost;;Falsches Ende gibt Ton an;;;;;;;;;;;x
some_fake_1890_7;Reputed paleontologist O.C Marsh revealed today that the famed Elasmosaurus assembled by Professor Cope has in fact its head attached to its tail end. The professor was not available for comment.;;Angesehener Paläontologe O.C. Marsh enhüllt, dass der von Professor Cope zusammengesetzte Elasmosaurus seinen Kopf am Schwanz befestigt hat. Cope war nicht für einen Kommentar zu erreichen.;;;;;;;;;;;x
some_fake_1900_title_1;Lighter than air;;Leichter als Luft;;;;;;;;;;;x
some_fake_1900_1;The first zeppelin flight occurs over Brigantine Lake near Constantia.;;;;;;;;;;;;;x
some_fake_1900_title_2;Disaster!;;Desaster!;;;;;;;;;;;x
some_fake_1900_2;A powerful hurricane has hit the coast of Tejas, killing around 8,000 people.;;;;;;;;;;;;;x
some_fake_1900_title_3;Disaster!;;Desaster!;;;;;;;;;;;x
some_fake_1900_3;In Martinica, Mount Pelée has erupted, destroying the town of Saint-Pierre and killing over 30,000.;;;;;;;;;;;;;x
some_fake_1900_title_4;Disaster!;;Desaster!;;;;;;;;;;;x
some_fake_1900_4;Mount Vesuvius has erupted, devastating Naples.;;Der Vesuv ist ausgebrochen, Neapel in Schutt und Asche.;;;;;;;;;;;x
some_fake_1900_title_6;Disaster!;;Desaster!;;;;;;;;;;;x
some_fake_1900_6;An earthquake and tsunami has hit Sicilia, killing over 70,000 people.;;Erdbeben und Tsunami treffen Messina unnd Kalabrien in Sizilien, mehr als 70.000 tot.;;;;;;;;;;;x
some_fake_1900_title_7;The Captain of Köpenick;;Der Hauptmann von Köpenick;;;;;;;;;;;x
some_fake_1900_7;An impostor masquerading as a German military officer managed to fool soldiers in Berlin and steal over 4000 marks due to so-called suspicions of crooked bookkeeping. He gave a receipt. ;;Hochstapler gibt sich als deutscher Militäroffizier aus, trickst Soldaten in Berlin aus und stiehlt mehr als 4000 Mark wegen angeblich falscher Buchführung. Er gab eine Quittung.;;;;;;;;;;;x
some_fake_1910_title_1;Disaster!;;Desaster!;;;;;;;;;;;x
some_fake_1910_1;The Titanica, the largest ship ever built, has sunk after striking an iceberg in the North Atlantic during her maiden voyage, over 1,500 people are believed to have perished in the disaster.;;;;;;;;;;;;;x
some_fake_1910_title_2;Disaster!;;Desaster!;;;;;;;;;;;x
some_fake_1910_2;North Sea storm hits Francia, flooding the lowlands. 10,000 people believed dead.;;;;;;;;;;;;;x
some_fake_1910_title_3;Discovery!;;Entdeckung!;;;;;;;;;;;x
some_fake_1910_3;Hiram Bingham rediscovers Machu Picchu, a previously unknown Incan city.;;Hiram Bingham entdeckt Machu Pichu wieder, eine vormals unbekannte Inka-Stadt.;;;;;;;;;;;x
some_fake_1910_title_4;Smokers rejoice!;;Raucher frohlocket!;;;;;;;;;;;x
some_fake_1910_4;Zipper invented by Lord Zipper.;;;;;;;;;;;;;x
some_fake_1910_title_5;Breakfast is saved;;Frühstück gesichert;;;;;;;;;;;x
some_fake_1910_5;Carolus Strite invents the pop-up bread toaster.;;;;;;;;;;;;;x
some_fake_1910_title_6;Continental drift' postulated;;Kontinentaldrift angenommen;;;;;;;;;;;x
some_fake_1910_6;Alfred Voerman, a prominent Frankish scientist, has put forth the theory that the very continents upon which we stand could be moving about on the Earth's surface.;;;;;;;;;;;;;x
some_fake_1910_title_7;General relativity;;;;;;;;;;;;;x
some_fake_1910_7;Albért de Puachava has published his theory of general relativity, a sophisticated set of formulae which seeks to explain the relationship between space, time, gravity and a myriad of other forces.;;;;;;;;;;;;;x
some_fake_1910_title_8;Editorial:;;Redaktionelles:;;;;;;;;;;;x
some_fake_1910_8;This feminism will destroy western civilisation. Equality of the sexes is a depravity which no civilised people would contemplate. Why, feminism could lead to women drivers (pg. 10);;;;;;;;;;;;;x
some_fake_1910_title_9;Free inside:;;;;;;;;;;;;;x
some_fake_1910_9;A 'cross-word puzzle', a whimsical pastime which will nonetheless allow the reader to demonstrate the fortitude of their perspicacity. ;;Ein 'Kreuzwort-Rätsel', ein netter Zeitvertreib, mit dem unsere Leser ihren Scharfsinn demonstrieren können.;;;;;;;;;;;x
some_fake_1910_title_10;Li Fantaumas' ending controversy;;Kontroverse zum Ende von Sherlock Holmes;;;;;;;;;;;x
some_fake_1910_10;After a massive fan outcry due to the bittersweet death of the famous criminal genius, author Artorius Cynedd decides to bring him back from the dead, providing clarification and closure.;;;;;;;;;;;;;x
some_fake_1920_title_1;Flight record;;Flugrekord;;;;;;;;;;;x
some_fake_1920_1;Carl A. Månsson becomes the first person to fly solo across the Atlantic Ocean (May 20–21, 1927), nonstop from Trimontium to Bordelh.;;;;;;;;;;;x
some_fake_1920_title_2;To the stars!;;Zu den Sternen!;;;;;;;;;;;x
some_fake_1920_2;World’s first flight of a liquid-fueled rocket by Rubért Galdhart.;;;;;;;;;;;x
some_fake_1920_title_3;An end to beards?;;Das Ende der Bärte?;;;;;;;;;;;x
some_fake_1920_3;First electric razor patented by the Missorian manufacturer Pol Casqui.;;;;;;;;;;;x
some_fake_1920_title_4;The future of music;;;;;;;;;;;x
some_fake_1920_4;The first selective Jukeboxes introduced by the Automated Musical Instrument Company.;;;;;;;;;;;x
some_fake_1920_title_5;We don't know why;;Wir wissen nicht warum;;;;;;;;;;;x
some_fake_1920_5;Pole-sitting fad sweeps western world.;;Pfahlsitzen-Marotte erobert westl. Welt.;;;;;;;;;;;x
some_fake_1920_title_6;Editorial:;;Redaktionelles:;;;;;;;;;;;x
some_fake_1920_6;This 'television' genuinely will destroy western civilisation. Today, horrendous wooden puppets, tomorrow, horrendous drunken and lascivious twenty-somethings? (see page 10);;Fernseher werden westliche Zivilisation vernichten (mehr auf Seite 10);;;;;;;;;;;x
some_fake_1920_title_7;Editorial:;;Redaktionelles:;;;;;;;;;;;x
some_fake_1920_7;This 'jazz' will destroy western civilisation. Never in the history of music has such a corrupting rhythm been heard. The jungle beat has no place in our repressed society (pg. 10);;;;;;;;;;;x
some_fake_1920_title_8;The jazz craze!;;Der Jazz-Wahn!;;;;;;;;;;;x
some_fake_1920_8;A new fad has awakened the passions of the nation's music-listeners. Frenetic dancing, unchaperoned licentiousness and race-mixing are natural byproducts of this far out and wrong musical form.;;Musikliebhaber von neuer Marotte erfasst: Frenetische Tänze, Zuchtlosigkeit und Rassenvermischung sind Nebenprodukte dieser falschen Musikform.;;;;;;;;;;;x
some_fake_1920_title_9;Literary digest: Ulixes;;Literatur-Übersicht: Ulysees;;;;;;;;;;;x
some_fake_1920_9;Penned by Haibernaidd author of some repute, Iago Iudocus, 'Ulixes' describes one day in the life of a Dulyn protagonist merely living his life in a normal fashion, struggling... (continued on page 19);;;;;;;;;;;x
some_fake_1920_title_10;To Aegyptus!;;Auf nach Ägypten!;;;;;;;;;;;x
some_fake_1920_10;More astounding archaeological discoveries occured today in the Nile region, furthering the international fascination with all things Classical... (continued on page 2);;Weitere erstaunliche, archäologische Entdeckungen in der Nil-Region befeuern Faszination mit dem Orientalischen … (weiter auf Seite 2);;;;;;;;;;;x
some_fake_1920_title_11;Edifici architecture;;;;;;;;;;;x
some_fake_1920_11;A futuristic new artistic archetectural style, known as Edifici, has risen to prominence in the cities of Liyun, Bordelh and Marselha.;;;;;;;;;;;x
some_fake_1920_title_12;Oddball duo cause chaos;;;;;;;;;;;x
some_fake_1920_12;Two men, one fat and one thin, have appeared in court accused of mischief-making and general buffoonery. Due to the severity of the crime, which involved the demolition of a house and theft of an ass, prosecuters are expected to seek the death penalty.;;;;;;;;;;;x
some_fake_ANY_title_1;Dog bites a child.;;Hund beißt Kind.;;;;;;;;;;;x
some_fake_ANY_1;Vicious animal attack leaves community in shock, parents concerned with safety of their children demand action. ;;Brutale Tierattacken schockieren Gemeinde, Eltern fürchten um die Sicherheit ihrer Kinder und fordern Taten.;;;;;;;;;;;x
some_fake_ANY_title_2;Global cooling.;;Globale Abkühlung.;;;;;;;;;;;x
some_fake_ANY_2;Scientists warn another ice age might be starting as recorded temperatures drop from year to year.;;Forscher warnen vor neuer Eiszeit, da Temperaturen jährlich fallen.;;;;;;;;;;;x
some_fake_ANY_title_3;Missing child found;;Vermisstes Kind gefunden;;;;;;;;;;;x
some_fake_ANY_3;He was hiding in a barn! The missing child case resolved after extensive search by local volunteers discovers the child hiding in the nearby abandoned building.;;Versteckt in einer Scheune! Der Fall eines vermissten Kindes fand gutes Ende, nachdem engagierte Suchmannschaften es in einem nahen, verlassenen Gebäude fanden.;;;;;;;;;;;x
some_fake_ANY_title_5;Damsel brutally murdered;;Maid brutal ermordet;;;;;;;;;;;x
some_fake_ANY_5;The horrifically-mutilated corpse of a damsel was discovered yesterday tied to a train track. The public is advised to be on the lookout for a man with a large moustache, a top hat and a black opera cloak.;;Entsetzlich entstellter Körper einer jungen Maid wurde gestern, an Eisenbahnschienen gefesselt, gefunden. Fahndung nach Mann mit Schnauzbart, Zylinder und schwarzem Umhang läuft.;;;;;;;;;;;x
some_fake_ANY_title_6;Rabbit emerges from hat;;Der Hase aus dem Hut;;;;;;;;;;;x
some_fake_ANY_6;A man, who claimed to possess mystic powers, was seen to produce a rabbit from a top hat yesterday. He is currently being investigated on suspicion of unnatural practises.;;Ein Mann mit angeblich mystischen Kräften wurde gestern gesehen, als er einen Hasen aus dem Hut zauberte. Untersuchungen mit Verdacht auf unnatürliche Praktiken im Gange.;;;;;;;;;;;x
some_fake_ANY_title_7;A glimpse into the year 2000;;Ein Blick in das Jahr 2000;;;;;;;;;;;x
some_fake_ANY_7;A prominent futurologist has granted an insight into the distant year 2000 A.D. Speaking to our futurology correspondent, he said "By 2000 each landed gentleman will own at least 5 hot-air balloons".;;;;;;;;;;;x
some_fake_ANY_title_8;'Parvulus' relases new articles!;;;;;;;;;;;x
some_fake_ANY_8;The political and comedic collective known as 'The Shorty' has released more incendiary articles, interviewing a radical philosopher and penning a sharp satire of the government.;;;;;;;;;;;x
some_fake_ANY_title_9;12 Gored!;;12 aufgespießt!;;;;;;;;;;;x
some_fake_ANY_9;An enraged gentleman cow gored 5 men and 7 women to death yesterday. The gentleman cow, who had previously been of a gentle nature, was beheaded by a passing chimney-sweep.;;Wütender Bulle tötete gestern 5 Männer und 7 Frauen. Das vormals als sanft bekannte Tier wurde von einem vorbeikommendem Schornsteinfeger enthauptet.;;;;;;;;;;;x
some_fake_ANY_title_10;Bridge collapse!;;Brücke eingestürzt!;;;;;;;;;;;x
some_fake_ANY_10;Claims the life of a butcher just outside our nation's capital. The bucther, who was a character of some repute in the locality in question, is survived by his brother, a baker, and a son who manufactures and sells candlesticks.;;Ein Metzger wurde außerhalb unserer Hauptstadt in den Tod gerissen. Der lokal bekannte Metzger hinterlässt seinen Bruder, einen Bäcker und einen Sohn, der Kerzenhalter herstellt und verkauft.;;;;;;;;;;;x
some_fake_ANY_title_11;Balkans quiet;;Ruhe im Balkan;;;;;;;;;;;x
some_fake_ANY_11;Thracians, Macedonians, Dalmatians, Dacians, Jazygians, Romans, Albanians and Carantanians came together last Sunday to celebrate the great peace in which the Balkan peninsula presently bathes.;;;;;;;;;;;x
some_fake_ANY_title_12;Letter to the editor;;Brief an den Herausgeber;;;;;;;;;;;x
some_fake_ANY_12;A reader calls attention to careless ferry pilots putting lives of passengers at risk with their reckless full speed driving and risky manoeuvres. ;;Ein Leser warnt vor leichtsinnigen Fährenkapitänen, die mit rücksichtsloser Geschwindigkeit und riskanten Manövern das Leben ihrer Passagiere riskieren.;;;;;;;;;;;x
some_fake_ANY_title_13;The weather;;Das Wetter;;;;;;;;;;;x
some_fake_ANY_13;Probabilities for the next week: Cloudy and rainy, with north and north-east winds and lowering temperatures. ;;Aussichten für nächste Woche: Wolkig und Regen, mit Winden aus Nord und Nordost und niedrigen Temperaturen.;;;;;;;;;;;x
some_fake_ANY_title_14;Tragic city fire;;Tragisches Feuer in Stadt;;;;;;;;;;;x
some_fake_ANY_14;Fire Department blamed for demonstrating a lack of discipline and efficiency allowing fire to spread across multiple blocks leading to the biggest and most tragic city fire to date. ;;Feuerwache wegen fehlender Disziplin und Effizienz für das Ausbreiten eines Feuers über mehrere Häuser verantwortlich gemacht, das zum größten Brand aller Zeiten in der Stadt führte.;;;;;;;;;;;x
some_fake_ANY_title_15;Fishhook robbery!;;Angel-Raub;;;;;;;;;;;x
some_fake_ANY_15;Police inform us that a robber managed to steal a substantial amount of money from a teller's desk at a local bank using a fishhook and a stick while the teller was being distracted by an accomplice.;;Die Polizei berichtet vom Raub eines beachtlichen Geldbetrags in lokaler Bank unter Verwendung eines Angelhakens und Stockes, während Komplize den Kassenbeamten ablenkte.;;;;;;;;;;x;
some_fake_ANY_title_16;Let them jump!;;Lasst sie springen!;;;;;;;;;;;x
some_fake_ANY_16;If children have to be still it's a torture for them, scientists claim. Rapid movement of body being the correct expression of joy at very young age should be encouraged not frowned upon. ;;Forscher bezeichnen das Stillsitzen müssen von Kindern Folter. Ausdauernde Bewegung ist wichtig zum Ausdruck von Freude für kleine Kinder und sollte nicht unterdrückt werden.;;;;;;;;;;;x
some_fake_ANY_title_17;Wooden pavements;;Hölzerne Bürgersteige;;;;;;;;;;;x
some_fake_ANY_17;A new describes chemical processes of hardening wood to increase its endurance beyond that of traditional building materials. Should city boards begin paving streets with wooden panels?;;Neue Untersuchung enthüllt chemische Prozesse zur Härtung von Holz im Bauwesen. Sollte die Stadt Straßen mit Holz pflastern?;;;;;;;;;;;x
some_fake_ANY_title_18;Life without food?;;Leben ohne Nahrung?;;;;;;;;;;;x
some_fake_ANY_18;A man claiming he can abstain from food for at least 30 days and retain full physical and mental fitness challenges physicians to subject his abilities to a test. ;;Ein Mann behauptet, 30 Tage ohne Nahrung bei voller körperlicher und geistiger Stärke überleben zu können, und fordert Forscher heraus, ihn zu testen.;;;;;;;;;;;x
some_fake_ANY_title_19;Deadly fever;;Fatales Fieber;;;;;;;;;;;x
some_fake_ANY_19;Two sailors from a brig returning from tropical areas are reported to have died of an unknown fever. They experienced severe chills followed by extreme thirst and delusions until both eventually perished.;;Zwei aus den Tropen heimkehrende Seefahrer sind an einem unbekannten Fieber gestorben. Die Symptome reichen von Schüttelfrost über extremen Durst bis hin zu Wahnvorstellungen.;;;;;;;;;;;x
some_fake_ANY_title_20;Artificial diamonds;;Künstliche Diamanten;;;;;;;;;;;x
some_fake_ANY_20;A European chemist claims by the process known only to himself he managed to coat an ordinary crystal with a surface resembling in every respect that of a real diamond. ;;Europäischer Chemiker behauptet, mit einem nur ihm bekannten Prozess einen normalen Kristall mit Material ummantelt zu haben, der ihn in allen Aspekten zum Diamanten macht.;;;;;;;;;;;x
some_fake_ANY_title_22;Letter from God;;Brief von Gott;;;;;;;;;;;x
some_fake_ANY_22;One of the poor members of our society receiving a charity letter marked as "from God" responded by giving thanks for the money received, but warns the deity against tax levy and post office theft.;;Ein armes Mitglied unserer Gesellschaft dankt dem Sender eines Almosenbriefes “von Gott” für erhaltenes Geld, warnt Sender jedoch vor Steuerforderungen und Briefraub.;;;;;;;;;;;x
some_fake_ANY_title_23;Medical news;;Medizin-Neuheiten;;;;;;;;;;;x
some_fake_ANY_23;Top European doctors have speculated that smoke from factory stacks could be responsible for the increased level of respiratory problems seen amongst children.;;Führende europäische Ärzte verdächtigen Rauch aus Fabrikschloten als Ursache für Zunahme von Atemstörungen unter Kindern.;;;;;;;;;;;x
some_fake_ANY_title_24;Vampyre hysteria;;Vampir-Hysterie;;;;;;;;;;;x
some_fake_ANY_24;Another outbreak of vampyre hysteria has occurred in Romanian lands. Superstitious peasants have taken to daubing their necks with garlic in a bid to ward off the nefarious ghouls.;;Ein neuer Fall von Vampir-Hysterie in Rumänien. Abergläubische Passanten schmieren Nacken mit Knoblauch ein, zum Schutz vor bösartigen Ghulen.;;;;;;;;;;;x
some_fake_ANY_title_25;Wolves kill four;;Wölfe töten vier;;;;;;;;;;;x
some_fake_ANY_25;A pack of wolves raided a town in Siberia last week and killed four of the inhabitants. Armed policemen have been dispatched to the area to hunt down the lupine beasts.;;Ein Wolfsrudel überfiel letzte Woche ein Dorf in Sibirien und tötete vier Einwohner. Bewaffnete Polizeikräfte jagen die Bestien.;;;;;;;;;;;x
some_fake_ANY_title_26;Horrific puppets;;Schreckliche Puppen;;;;;;;;;;;x
some_fake_ANY_26;Ghastly puppets have become a generally accepted part of daily life. The latest terrifying abomination to make its presence felt is a smiling wooden boy with a fixed grin, styled “Bimbo”.;;Schreckliche Puppen finden mehr Akzeptanz. Neueste Abartigkeit ist ein debil grinsender Holzjunge im Bimbo-Stil.;;;;;;;;;;;x
some_fake_ANY_title_27;Drinking contest;;Trinkwettbewerb;;;;;;;;;;;x
some_fake_ANY_27;The Geatish drunk Ville Welanus bested rivals from Bulgaria and Caledonia in an alcohol-consuming contest in Petropolis last week. He attributed his victory to ‘sheer love of booze’ from his hospital bed.;;;;;;;;;;;x
some_fake_ANY_title_28;Oldest man;;Ältester Mann;;;;;;;;;;;x
some_fake_ANY_28;Respected gentleman Hieronymus Ananias has been named oldest man alive. Ananias, from the Mississippi Delta, politely entreated reporters from this news-paper to remove themselves from his lawn.;;;;;;;;;;;x
some_fake_ANY_title_29;BANK ROBBERY!;;BANKRAUB!;;;;;;;;;;;x
some_fake_ANY_29;Local bank in $ANYPROVINCE$ has been invaded by a masked gang of ne'er-do-wells. The police are searching for the criminals and is granting a reward for any information leading to their capture.;;Lokale Bank in $ANYPROVINCE$ von maskierter Gang überfallen. Die Fahndung nach den Kriminellen läuft, eine Belohnung für Informationen, die zur Ergreifung führen, wurde ausgesprochen.;;;;;;;;;;;x
some_fake_ANY_title_30;Piano Cat on tour;;Klavierkatze auf Tour;;;;;;;;;;;x
some_fake_ANY_30;The famous feline pianist known simply as the Piano Cat is scheduled to arrive in $OURCAPITAL$ this week. The cat artist is expected to play a series of classical pieces.;;Die als Klavierkatze berühmte Katzenpianistin wird diese Woche in $OURCAPITAL$ ankommen. Sie soll eine Reihe klassischer Stücke spielen.;;;;;;;;;;;x
some_fake_ANY_title_31;Special Lectures;;Spezial-Vorlesungen;;;;;;;;;;;x
